% # columns="iteration, evaluation, sigma, void, void,  stds==sigma*sigma_vec.scaling*sqrt(diag(C))", seed=149087, Thu Dec 12 17:27:50 2024, <python>{}</python>
1 50 43.73816264480213 0 0 44.317849916287706 42.320380936683286 42.415253140588284 40.13654195190284 42.263701154172516 42.30220370754666 41.495283724692136 42.927801792441144 42.48238958455862 42.33839525698526
2 100 36.97234579093096 0 0 36.430369323596565 33.59787284297636 34.27314049385118 31.954882043148736 34.40339056842739 33.96186379201296 34.54076670534664 33.820255037449606 33.847229083590626 35.80463653695805
3 150 32.48505725401017 0 0 29.208040716882934 28.66697916839453 29.065754903292145 27.343379960944063 28.94446614160254 28.00298473518742 28.830480433294404 28.77376409292765 27.67800413666761 30.482994654259063
4 200 28.49947217266169 0 0 24.887007422257494 23.78037820765034 24.029908292930852 22.57649173763373 24.242518243883836 23.455499198867297 24.804997255666905 24.538941884459227 23.379315722508984 26.248376397417772
5 250 27.15285329600451 0 0 22.948162387022183 21.632851221331993 21.646183559342585 20.432301805791806 23.087835066104887 22.009086150306292 22.731642342932687 22.322415051805628 22.176583373749658 23.633199397220377
6 300 27.608839800801746 0 0 22.440674689467773 21.297182385814292 21.694126907097434 19.88434209256912 22.464519494293853 21.435704934099988 21.55695479959629 21.206117201151606 21.980748439105717 23.449426566619117
7 350 25.09165118166447 0 0 19.651769774768656 18.32554224108991 19.257928988527556 16.88450380139351 19.887674000609337 18.546761022971918 19.054569527457925 17.82124323470506 18.75092284119572 20.144438535816242
8 400 22.916509299081973 0 0 17.246047755470215 16.222149507348185 16.798354251977035 15.49188635823497 17.25106812895863 16.287970409593704 16.577430489222724 15.597037567251965 16.838686855985372 17.513897086955772
9 450 21.61302197605739 0 0 15.453391209523662 14.894450169148154 15.481799140586805 14.054695441773317 15.352408399558533 14.553083412154301 15.727581050658666 13.85053580467034 15.189316721493752 16.383447965124635
10 500 20.02837637998686 0 0 13.273687157004629 13.41631628646632 14.081123719742921 12.257146113940456 13.456860725518354 12.82528753572311 14.051484491422919 11.966901801684712 13.736486822036326 14.172873813252068
11 550 18.377091294347345 0 0 12.180797320373033 11.901967725482319 12.429774466208325 10.243271162929949 11.799027756443648 11.098716297779887 12.336752608502552 10.935765319937307 12.465050793005284 12.286624798903143
