% # columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst objective function value, interquartile range, further/more values", seed=149087, Thu Dec 12 17:27:50 2024, <python>{}</python>
1 50 43.73816264480213 1.0000450010125153 10959.751501769193 1.0959751501769193e+04 25142.492990369825 61050.23902221392 14196.616701468774   
2 100 36.97234579093096 1.1784482521231854 6983.84491119811 6.9838449111981099e+03 17670.789701374877 42241.635032099126 12413.659733480139   
3 150 32.48505725401017 1.2192639876510194 3554.1236666183445 3.5541236666183445e+03 12297.169822157262 37814.630207866 6959.819761473229   
4 200 28.49947217266169 1.2717089109181654 2471.3839334266395 2.4713839334266395e+03 8499.447244222567 17443.717084456093 4308.358616520498   
5 250 27.15285329600451 1.389719100612983 1915.9876970980563 1.9159876970980563e+03 5653.05974793606 12147.618270678744 3018.865487741782   
6 300 27.608839800801746 1.3974266228118464 1226.366165691474 1.2263661656914740e+03 4763.4145392837745 9996.31524765934 2748.494776580837   
7 350 25.09165118166447 1.3557710836459367 1226.366165691474 1.7016592823377950e+03 4769.91093434286 10247.215097383816 3002.899050159743   
8 400 22.916509299081973 1.404734885630153 1226.366165691474 1.5100776538854839e+03 3837.6090988024757 10359.88765043564 2072.13738329817   
9 450 21.61302197605739 1.3627601647992997 1049.7405526100508 1.0497405526100508e+03 3145.985874040429 7608.849786596613 1960.6891269253388   
10 500 20.02837637998686 1.4321974200668393 496.8705791223508 4.9687057912235082e+02 2242.1728698374636 4236.145853689933 1337.5965701496673   
11 550 18.377091294347345 1.4577318033600002 496.8705791223508 6.5688671226442307e+02 2100.8520572094376 3914.42066470427 1210.1351812933137   
12 600 16.189612046354526 1.5388256352752088 444.5124368361586 4.4451243683615860e+02 1560.3640198763924 3242.892315509649 1383.4123218644395   
13 650 14.868004675888844 1.574620826193345 379.16005293614944 3.7916005293614944e+02 1042.8398460536346 3001.813772592917 524.4928759807691   
14 700 13.61529756545555 1.5514986784472338 308.9246010118561 3.0892460101185611e+02 808.8294983948193 1867.2624981739918 487.1064662668407   
15 750 12.300369638833665 1.496843238011329 282.00253768509305 2.8200253768509305e+02 660.3618958908402 1405.2141868082083 396.9479307468449   
16 800 12.157901625596422 1.4668650797423992 231.4670373574448 2.3146703735744481e+02 533.032199901458 1417.8229540830594 402.8031101760552   
17 850 10.825523692964316 1.4548009222071472 197.65023690628078 1.9765023690628078e+02 434.41092319096094 888.4776246797984 235.98392230333485   
18 900 9.477009354595934 1.478747588230859 197.65023690628078 2.0637494723955052e+02 385.67114047686886 729.2239370044023 184.099000040958   
19 950 9.111272358348762 1.4998614693036403 166.3906969401475 1.6639069694014751e+02 293.5956721933383 571.8675789969036 129.06357457101058   
20 1000 8.909089858010956 1.49990219099408 88.6556249394277 8.8655624939427696e+01 239.389725226526 530.639918899747 105.3304314533884   
21 1050 7.898437350562541 1.5448623323997004 88.6556249394277 1.3067723276792361e+02 260.0378063511521 422.7759820354455 97.07563799419057   
22 1100 7.005802239388641 1.5648862235817456 81.20388211086818 8.1203882110868179e+01 190.36977623292591 410.38320137768096 61.470246520676596   
23 1150 6.7683822707804016 1.5973989107674889 81.20388211086818 8.1845965732934189e+01 164.11345277866212 262.64669932282106 55.86685892129984   
